emotion_label,processed_text,encoded_label
surprised,arey idanta ni plan ee kada ra ,3
surprised,me meating my frnd after a long time: entra raa mowa intha style ga thayyarayyav,3
surprised,my frnd: mamuluga undadhu mari manathooo ,3
neutral,ila dorikipoyanu enti??!,4
neutral,my friend caught with slips to the invigilator,4
neutral,me after eating heavily in function,4
neutral,vammoo enti intha thinesaa,4
neutral,edho thedaga undhenti,4
heroism, senior: veedu entra caution board pettukunadu..enduku aina manchidi jagratha ga undadi,5
heroism,senior coming to my room with his whole gang to fight,5
neutral,"my body is pure iron, bro. don't even try to touch! ",4
neutral,me explaining my love story to my whole team in the office during lunch break,4
wonder,osey entey ni baadha ,7
wonder,inkosari phone cheste sava kodta,7
sad,eraaa ippudu happy aah meeru ,9
sad,meeku dandam pedatharaaa inka naatho thiragakandi ,9
sad,me with frnds who booked for nothing ,9
neutral,my friend: naaku parcel techayandi please!,4
neutral,ayinaa ee time lo bayataki entra decent gaa undandi naa laaga,4
neutral,my friend: nenu raanu meeru vellandi,4
neutral,my friend: em odhu ivela padukundham,4
neutral,my friend in hostel: rey naaki nidraosthundhi,4
neutral,me: sarele biryani thinesi ostham,4
neutral,me: adenti bayataki veldham padha,4
neutral,me: em chedham ayithe?,4
neutral,"i’ve been powerlifting since childhood
also, me: lifts a spoon",4
surprised,mom: undu fan apedham,3
surprised,mom: enti chusthunav muskuni leguvu,3
surprised,me: aah bokkale sleep important ,3
surprised,me looking mom turning off fan,3
surprised,mom: udhyogam ledhu em ledhu ayina prasanthamga ela padukuntunado,3
surprised,jobless me sleeping peacefully in the morning,3
happy,pola adiripolaa!!,0
happy,me with my frnd: kotha sunglasses ela unnayi,0
surprised,asalu nuv intha andanga enduku unnanve,3
surprised,bane kalupu tunnav le pulihora ,3
heroism,when i completed the project with my own knowledge,5
heroism,nenu entha talented oo asaluuu ,5
heroism,mee rotating pad in the childhood ,5
confused,his friends be like: okka peg ke ila ante inko 2 este manalni esethademo,8
confused,my frnd explaining about his breakup after drinking ,8
confused,vini vini chiraku ochina me: orey babu apara nayana!!,8
neutral,evadra na bike puncture chesindi ,4
neutral,sir vede ,4
happy,me: neeku ee colour kadhu mummy green chala bavuntadhi,0
happy,me: avnu kavali mummy baavundatam kavali,0
happy,me: okasai ala oohinchuko ela untadha,0
happy,my sister: veediki edho kavali mummy andhuke neeku soap esthunadu,0
heroism,me waking my friend from sleep by hitting from bed with leg,5
heroism,10 ayindhi cls raaraaa(eyyy bishaaaaa),5
fearful,enti lakshmi chepte cake techhe vallam ga,6
fearful,ma nanna gari vardanti eeroju,6
fearful,enduku edvatam ,6
fearful,bava vardanti ante entra ,6
fearful,birthday ra ,6
confused,kanlu kanpinchatleva ,8
confused,"ninnu chudalante boothadalu kavalle, inko maata matladithe, mettu tho kodatha ",8
confused,me and my friend going peacefully then a girl dashes my friend: ,8
fearful,me: sorry raa mowa nenu dookesa ninnu odhilesi. chinna debbale thaggipothayile,6
fearful,my friend: rey mowa slow gaa vellara ,6
surprised,"when there is no class, me and my friends playing",3
surprised,truth or dare game,3
fearful,avi toppper chese panlu ,6
sad,antha kopama niku,9
sad,"ente pilla call chestalevu, message chestalevu",9
wonder,"neeku rendu options unnay, okati vaadini champey",7
wonder,"ledha, rendu nuvvu chacchi po..!!. jagratha. endhukante tarwtha jarigey sangatanalu nuvvu tattukolevu..!",7
wonder,my acting when i visit temple with my family!,7
heroism,me in my sister's marriage ,5
wonder,alanti vallu kuda asalu ee bhumi medha untara,7
heroism,"me motivating my friends mowaa car techa padhandiraa trip ki podham, manalni evadu aputhadoo chusthaaa",5
neutral,guruva ...........,4
neutral,bless me...,4
neutral,you are great ,4
angry,miku asalu vanta vondocha,2
neutral,cab driver: 10rs enti 100rs ayindhi,4
neutral,me to cab driver in bangalore: idhigo anna 10rs ,4
neutral,me: adenti anna 3km 100rs aah naa kidney teesesko,4
neutral,babai: veedu nuvvu thappithe aah tea evaru thagarule ,4
neutral,relative uncle: evarandi tea ila pettaruu,4
neutral,dad: maa ammaye andi dad's little princess,4
heroism,my friend feeling like a hero and giving class to his friends about stop smoking,5
sad,when chatgpt wont works for 2 hours,9
sad,nannu inka dismiss chesesthaaru,9
disgust,...snanam chesa bangaram,1
disgust,me: eppude ninnu thaluchukoni bathroom lo...,1
disgust,in phone my girl: em chesthunav,1
heroism,me going to home after getting a well package job in good company,5
neutral,"my dad caught my cigarette packet 
dad to me: idento telusaa",4
neutral,me: entidhi daddy adhi nenu eppudu chudale,4
surprised,identi ila undhi ,3
surprised,me eating bitter guard for the first time,3
heroism,"rey shikavath siruu, poye saruku, pothey untundhi. vacchey dhuddu vasthueny vantuney untadhi",5
heroism,"hero: kaani, neeku okka roopayi raadhu. ninnu assalu nenu dhekanu",5
neutral,mee akka deggara teliyakunda teesesava enti,4
neutral,kotha face cream rasukunna ela undhi?,4
heroism,me and my sister on rakshabhandan ,5
heroism,me and my sister on remaining days,5
happy,beginning stage of love be like!,0
neutral,"my friend: nenu teesukonu, teesukunte nannu player gaa treat cheyyaru",4
neutral,coach: em baabu rest teesukuntaavaa,4
sad,"my friend after getting birthday bumps:
dongana kodakallara mari rakthalu vacche tattu kodutunnaru entra",9
neutral,in office me and my mate instead of completing the work,4
neutral,police to me: license undha car diguuu?,4
neutral,me: nenu diganu em chesukuntaroo cheskondiii,4
sad,me: ala navvake andharu manalne chusthunaruu!],9
sad,my sadist sister laughing when someone fell down,9
heroism,"mee oodu, indakala naatho man handling chesaadu",5
heroism,inkeppudu ala cheyyodhani cheppey,5
heroism,"when fight between me and cr, ",5
heroism,"my friends, taking me to stop that fight",5
happy,me during school anniversary infront of my teachers,0
disgust,chinna poragadu ra ,1
confused,arey edaina english lo matladu ra ,8
confused,"my friend: see see, there enkamala, supplies here",8
surprised,"in covid time, when online classes are going one, me:",3
neutral,me with my sister: nuvu edho anukuntunav gani,4
neutral,nuvvem pedha andhamga undavu,4
neutral,"em baavagaaru, pillala dhagara kooda mee following baaga perigipoyindhi!",4
angry,me knowing all my friend katalu in college: bane natistunnav ga ,2
surprised,"aa saruku dorikithey, managalam seenu iddarini champesthaadu raa",3
surprised,"rey pushpa, policelu vasthunnaru raa, saruku jaagratha",3
surprised,"anna, nannu nammu, ee saaruku edaki podhu, neeku maata podhu",3
happy,my frnd: manaki ante alavatu mowaaa vallaki kadhugaaa,0
happy,me: chudu mowaa velluuu oka backlog padindhi ani fel avuthunaru ,0
surprised,ni chelliki kaboye mogudni ,3
surprised,evadra nuvvu ,3
surprised,ni bava ni ,3
heroism,rey ila ochi naa kantlo gattigaa oodhuuu!,5
heroism,eyes lo nalaka padina me:,5
wonder,"idhi lopalaki, digipoddhi",7
wonder,"hero: sayantram kalla money, vallaki ivvaledhu anuko",7
heroism,kid me feeling like hero after standing first time on escalator in mall,5
heroism,me after using fair and lovely: naa laa smart ga ayithav use cheyara ,5
neutral,my friend: evaranna osthunaru emoo anii,4
neutral,me: enti bayataki chusthunav,4
neutral,my friend: kinda mess nunchi extra poori's techa dhaa kummedham!,4
neutral,me: ndhuku ala?,4
angry,me when mom didn't buy me the toy which i asked in jathara ,2
angry,idhi konakapothe nuvvu entha kottina ikkade padukunta raanu nenu intiki,2
confused,"mom calling to eat good, after beating: vastava malli inkosari kotta mantava
me be like: aa vastunna",8
confused,neat ga thinadam ayithe bokay gani ,8
confused,me: ee chadavatam pass avatam mana valla avvadhu mowaaa,8
fearful,me: rey mowaa slow ga vellara ,6
fearful,my frnd: ee matram fast lekapothe ela cheppu asale bandi ki break lu kooda lev ,6
fearful,my frnd: nijamgane lev mowaa,6
fearful,my frnd going with full speed,6
fearful,me: enti mowa ala antavvv,6
fearful,me: bandi konchem slow chey mowa nenu dookesthaaa!,6
disgust,when i say i dont know any girl,1
disgust,my girl reaction: veedu veedi over action,1
sad,mummy inkosari thagi ranu please mummy door open chey mummy,9
surprised,"saab vallaki rocky dorkaledu, rocky ke vaallu andaru dorikaru saab ",3
surprised,arey chotu kushka cancel re biryani leke ana,3
sad,rakarakaluga undhi masteruuu,9
sad,by mistake mummy chesina food anii akka chesindhi thinesina me,9
neutral,me giving my dad progress card with confidence,4
neutral,dad: school fees dandaga ra neeku ,4
happy,aa ammayini nene ra.......,0
surprised,anna ee college manchidena,3
surprised,chala manchidi tammudu,3
surprised,odiyamma,3
surprised,naku kuda icharu placement,3
surprised,pedda pedda vallu ikkade chadivaru,3
surprised,anthenduku nenu kuda ide college lo chadiva ,3
heroism,me entering clg after suspension of 1 week:,5
heroism,evadraa nannu apedhiii!,5
disgust,me when my frnds planned sitting without me,1
angry,over action mingaku artham avthunda,2
angry,arey aa ammai ninne chusthundi ra,2
neutral,me: daddy nenu business pedatha ,4
neutral,dad: ndhuku unna asthi ammaydanikaaaa,4
heroism,kondantha chestunnav ye?,5
heroism,gorantha daniki,5
wonder,"friends ki manam kaakapothey, inkevaru dabbulu isthaaru cheppandi. andhukey icchanu.",7
wonder,"friendship sir, friendship",7
wonder,"hey, vallaki dabbulu enduku icchav",7
neutral,when someone comes around me in gym: kandalu chusi shock ayyara?,4
neutral,me and my bro when no one is in home,4
confused,naku oka doubt,8
confused,miru chese panlu maku teliyada enti ,8
confused,rey lectures ani adige doubt aa ra idi,8
confused,manam manam srdhuku podham,8
confused,sare le ra manaki manki counterlu enduku ,8
fearful,my friend in fashion designing competation in colleage,6
fearful,principal reaction,6
surprised,thana bestie and nenu okate ani chepindi,3
surprised,me telling goodbye to that crush who said,3
confused,rey santhakam chey,8
confused,gown is great,8
angry,me: evarthi raa idhi,2
heroism,me after 7'o clock after completing office ,5
heroism,me in childhood after watching pokiri movie:,5
neutral,bale muddostunnadu ,4
neutral,mast unnadra vidu ,4
neutral,oo selfie teesukundham ,4
happy,"when my teetha friend prays:
devuda nuvvu naku tinadaniki tindini icchav ",0
happy,ika nuvvu ichindhi memu tintam,0
happy,taagadaniki neellu icchav ,0
heroism,my frnds after studying for 1 hr ,5
surprised,aame peru cheptene janalu pichhi ekki potharu,3
angry,me: thinetappudu andharu kalisi thidatharu enti,2
angry,inka ee intlo nenu thinanu ellipothunna,2
neutral,my friend who is spectating me after he died: rush cheyara fast entha sepu chudali nenu gameplay,4
neutral,me: arusthaventi loot chesukunii veltha undu,4
confused,me planning what to do in games period with my friends ,8
neutral,"sir, ee line ee step ela vacchindhi",4
neutral,anavasaranga poddhuna veedini thittanu,4
neutral,"maths teacher: arey, raam, ee step gurthuku raavatledhu, repu cheptha ante vadalu emo
",4
fearful,aa teesa ra,6
fearful,arey ee pose ok na ,6
fearful,my friend: thanks raa mowaa exam lo chupichinandhuku,6
fearful,edhedhoo rasina me: it's okay results ochaka matladukundham,6
happy,me when someone calls me pottodaaaa!,0
happy,me happily: abbaaa sairam idhi chalu,0
happy,me emotionally: amruthamla undhi mummy inni rojulu full miss ayyaa,0
happy,my friend: naaku avvadhu ivela,0
happy,"me: thanks, raa mowa maaku adhe kavali prasanthamga adukuntam pilavakapothe edusthav ani phn chesa!",0
happy,me: game adadham raa mowaa,0
neutral,"kobbari kaya kottana, correct gaa saganiki virigindhi",4
neutral,hero: vadina ivala dharshanam entha baaga jarigindho telusa,4
neutral,mdhyalo puuvu kooda vacchindhi,4
sad,niku emaina mental aa ,9
sad,girl lets break up ,9
neutral,nanna: rey train ki time avthundi veldam padha..,4
neutral,me: train evening 6.00 ki aithe madhyam 12.00 ki velli em chestham nanna,4
wonder,aa dabbulu karchu pettesa ma,7
wonder,chepte kanisam vadilestaru ,7
happy,evadra vadu,0
happy,black lo ticketlu ammukuntunnadu,0
happy,ha vaada ippudu em chestunnadu,0
happy,eroju manam romeo and juliet live story gurichi telusukundam,0
happy,jhansi marchipoyava ni ex kalisadu ninna,0
happy,ha ha ha nikosam appatlo black money mottam karchu pettadu,0
disgust,podhama bayatiki ,1
disgust,enduku poyna upayogam ledu ga ,1
heroism,"watching tv, and drinking beer",5
heroism,my friend schedule on 31st december night,5
angry,to my friend who solved the math problem ,2
surprised,me explaining my fantasies with my frnd,3
surprised,my frng: vammooo ila unnaventraaa nuvvu,3
disgust,my friend: konni sarlu ante. we have to accept it,1
disgust,"me: oh shit man, shit",1
angry,inspector: maa aavidaki love letter ndhuku rasavra?,2
angry,my theeta frnd with inspector: enti sir gun pettaru,2
happy,my frnd: euuu kaka padha party ki podham,0
surprised,me: usshhh irikinchesindhiiiii!!,3
surprised,me: nijamga nenu cheyaledhu daddy ,3
surprised,akka: ledhu daddy vaade chesadu nenu chusaaa,3
neutral,appude ela aypo kottav ra,4
neutral,monne kada ra paisal icchina ,4
fearful,dad with my annayya after seeing my marks: rey nuvvu bayataki vellu veeditho pani undhi,6
fearful,annayya: papam daddy gattiga kottakandi  ,6
fearful,me: neku idea lu ivvaku daddy ki,6
angry,random aunty with my friend: entra ma inti mundhu guitar vaesthunav,2
angry,that aunty: rey inkosari ma inti mundhu ki vachi over action chesavo cheppu thegela kodtha ,2
angry,that athi friend: me intlo ki raledu kada anuty,2
neutral,me who knows his actual talent: ramachandra prabhuu! eedi overaction nenu bharinchalekapothunara,4
neutral,my brother: nenu kooda anniyaaaa,4
heroism,honey is the bestttt!!,5
surprised,heroine: endhuku,3
surprised,heroine: aa police ni kottavanta,3
surprised,"hero: endukante, love chesthunnam amma, ikkada",3
surprised,"hero: inka champiledhu, santhosinchu",3
neutral,"manager: adi ninna ra
...",4
fearful,manager be like: 3 rojulu tesko,6
fearful,teamlead be like: rendu rojulu,6
fearful,when an employee ask for 1 week leave,6
heroism,my frnd: ninnu nammukunte nannu nenu ammukunnatteeeee!,5
heroism,me: mowa oka idea undhiraa life set ayipoyidhii,5
neutral,eedenti intha podugunnadu ,4
disgust,naa kanna goppaga ee bhoomi meedha evaru love cheyyaleru,1
disgust,avunu naa prema chaala pedadhi.,1
heroism,my girl friend: nuvvey raa mogudu,5
heroism,when i became a police officer and collecting challans: ,5
disgust,"manodiki, mana college baga nachindanta",1
disgust,"tesuku rammanu, manaki bonuslu vastay ga ",1
disgust,inko 10 mandhini tesukoni vasta antunnadu,1
surprised,"in exam hall when invigilator says to copy calmly but me and my friend be like:
chi na daridram naku emi radhu",3
surprised,vidiki kuda emi radhu,3
sad,"asalu aa ammayi evaro naku teliyadu, ame ni ippde modati sari chustunna",9
sad,"chesindhi motham chesi, teliyadu antunnadu enti vidu",9
angry,vadi midha kopam ee bandi meedha terchukuntunnam akka ,2
fearful,"when squad came to check, then everyone threw slips on me",6
angry,when someone insults my dad,2
happy,"that one friends, who mix pulihora with every girl in the class, and in the college",0
surprised,shopping bill,3
surprised,yenti entha....,3
surprised,went shopping with my girl: yenti edi,3
disgust,dad: nuvvu hero entraaaaa,1
disgust,me: daddy nenu hero ayithe,1
disgust,dad: velli mokam adhamlooo chuskoo,1
neutral,"hod(himself): veedu kacchitham gaa, ee year passed out kaadhu",4
neutral,student: rey head less hod,4
neutral,student: maa branch ki a placement teleni neeku respect yentra yedahava,4
neutral,"hod: i am hod, give respect",4
surprised,me who already tried for her last night in the pub ,3
surprised,she: veedenti ikkada!,3
neutral,maname thopu ikkada,4
neutral,my friend after becoming cr: evadra manalni aapedhi,4
neutral,evadanna ekkuva matladithe attendence veyya ,4
disgust,chetta nayal lara,1
disgust,rey evvarra miranta,1
disgust,memu kuda bts fans mi,1
