text,emotion_label
Me: Baa pettinattu unnav ivela coffee smell bvaundhi,angry
"Me: Ee bhayam mundhu undali neeku, enti acting chesthunav",angry
Wife: Idhigondi coffeee,angry
Wife: Ayyoo marchipoya andi,angry
Me: Nuvvu ochedaka ila statue of liberty laa undamantava?,angry
Wife: Odhu andi idhigo techesa,angry
Me when i got newly married: Coffee okay saucer ekkada?,angry
Me: Velli snacks pattukuraa,angry
Me: Green ,disgust
Frustated me: Deeniki nannu ndhuku aadagtam,disgust
me giving warning to my bgmi friend:,angry
dammunte 1 vs 1 lo gelichi matladara,angry
nenu epudu chepta unta ne em pani pata leniu vadu ani,heroism
ego veede vadu ,heroism
me trying to cover why my friend is absent to college,neutral
vedi amma intha darunga undenti ,angry
vadi guddalu vudedaka punishment ivvandi ,angry
My dad is telling about me infront of my Lover,neutral
"anna, naku ye ammayi set kavatle ani dp marchi mari message send cheshna, nenu em vulgar ga matlada le just hi anna, block",surprised
"anavsa ranga gelikina vidini, inleka chastunna asalu",surprised
Me: Mari naa pori ki line esthunav,angry
That girl: Urukondi ala godava padakandi,angry
Senior: Neeku undhiraaa ,angry
Senior with me in clg fight: Entha balupu raa neeku,angry
sweater esukondi ,wonder
90 enti full esedham ,wonder
chali iraga esesthundhi ra ,wonder
aina aagatledu ra ,wonder
aithe padandi konukoni vaddam,wonder
aithe 90 eyyandi,wonder
My mom with me after removing my beard and haircut: Hero laa unnavra ,wonder
Me silently commenting on my lecturer: Veedenti intha chesthunadu bulliga undi,happy
Meanwhile my friend heard it and we both started laughing,happy
"on new year night:
chi veediki cheppi bokka",angry
tedu savadu,angry
My acting when invisilator suddenly turn my side in examination,neutral
siggu leda ra niku ,sad
when dad catches you at the wine shop: donga na kodaka ,sad
My friend near movie theatre when his favorite hero's movie got released ,angry
veedu malli vacchad ra,heroism
i'm back ,heroism
"When Maths Teacher absent on Maths exam:
Backbenchers reaction",happy
"Heroine: Please pandu, nuvvu vellodhu",disgust
"Hero: Inkokka 24 hours, nannu criminal ani anuko",disgust
nene anukunte ,heroism
nakanna daridrudu tagiladu,heroism
Mom: Nuvvu enniii natakalu esina daddy tho cheppestha nenuu,sad
"Drink chesi intiki ochina me: Sorry mummy daddy ki cheppaku sampestadu, Kavalante ne kallu pattukunta",sad
Me and my friend in our btech convocation,heroism
Pedha alludu Reaction,neutral
"When newly married Son-in-law came to house, and Old Son-in-law also came,",neutral
"Mama: Pedhalludu, nuvvu Meda paina padukova,",neutral
"My after to me: Nenu dachukunna chocolate thinesthava, Neeku undhiraa neku undhiiii",angry
nuv kopam control chesuko leva ,angry
"me unable to eat that hostel food:
chi diniyamma food kuda baledu asalu",neutral
ee denti kottevadilia chustunnadu,surprised
vidini kanti chuputho bayapedham,surprised
arey em kavali ra niku ,disgust
aatma kada rasukovadaniki,disgust
nako basta pennulu paperlu kavali,disgust
talkay tintunnav madhi,disgust
Ledhu naa Dhagarey unnay,heroism
Slips Bayata Padisaa Anukunnav kadhaa,heroism
she : I don't like Movies and Cricket,neutral
My dad: He is my son,happy
living legend ,happy
My friend after doing gym 1st day,neutral
"3, 2, 1, Game starts Now!!",heroism
Childhood Me: Monna dasara ki maa ammamma konichindhi teacher,happy
Teacher: Ivelaa nee shirt bavundhiraaaa,happy
My frnd behavior after drinking dull bottle,disgust
potharu motham potharu,angry
Dad suddenly visited college: Veediki chaduvukovadaniki paisal kattii bokkaa,wonder
Me: Njoying in clg ,wonder
anni subjects pass ayyav,disgust
ala ela ra okka roju college rakapoyna ,disgust
Actor Me: Eppudu chesav evadiki chesav ,angry
My frnd: naalugu vandhalu phn pay chesa raaa naaa urgent gaa kavali ivvu ,angry
Me: Naakem sambandham ledhu ,angry
"Student: Ammo Repatitho Holidays aipothaayi, Maths sums cheyyaledhu. Sir em antaado",neutral
mama: esari amma variki bali echedi vallane,fearful
me: vellaki annam baga petti maypandi ra,fearful
thammudu: evaru vellu antha,fearful
mama: me nanna ni yedirinchina vallu,fearful
Adhey Macgiccu,neutral
"Meeku Subject raakapoyina, Vacchinattu confidence ga maatladaali,",neutral
my friends situation after his first hackathon like: ,sad
"rey em chestunarra, ela chestunnar ra mental vastundhi asalu",sad
vidiyabba,surprised
"eedu manalni manchiga chusukodu gani, kukka ni chudu ela chuskuntunnado",surprised
me: Teesko mowa idhi maa office teamamate number line chesko  ,surprised
My frnd: Ndhuku mowa nenante intha frema neeku ,surprised
Me with my brother after watching wwe,angry
Me after new haircut,surprised
My friend: Em cheyaledhu siggu padi vachesa,angry
Me: Nee gurinchi antha hype icha nuvvu chesindhi idhenaaa,angry
Friend ki date set set chesina me: Eraaa velli em chesav?,angry
"On my Birthday when I give a small chocolate, My Maths teacher: ",angry
"Era naaku chinna chocolate isthava, Unit test lo nuvvu ela pass avuthavo choosthaanu raa",angry
friend who is ready for party,happy
me: nuvu enduku ready undavu ra,happy
Me: Idhigi teesko mowaa naa cls mate number neat ga line chesko,sad
Me: Entra face ala pettav ,sad
My frnd: Nuvvu kooda relation ki vellipoyav mowa nene undipoyaaa,sad
Me dreaming about that i became chief minister ,heroism
nuv beard lo baguntav ,surprised
enty ala chustunnav ,surprised
My frnd: Avnuuu corresttuuuu,disgust
Me: Eppudanna evarnna edhanna odhu annaru ante odhu ani ardham,disgust
Me: Adhe ammayi andhi ante asalu odhu ani ardham,disgust
"Lekha pothey, 30, 40 criminals lechipothaaru",heroism
"Sunil: Em ledhu mavayya, Vinamratha nunchi edho sound vasthundhi entaa ani Choosthunna",surprised
Chandra Mohan: Kodithey Moham pagulthundhi Vedhava,surprised
Chandra Mohan: Entra em choosthunnav thina kunda,surprised
nakem teliyadu andi ,surprised
edo ac undhanege manam lopala kurchondi ani andi,surprised
arey idanta ni plan ee kada ra ,surprised
Me meating my frnd after a long time: entra raa mowa intha style ga thayyarayyav,surprised
My frnd: Mamuluga undadhu mari manathooo ,surprised
Ila dorikipoyanu enti??!,neutral
My friend caught with slips to the Invigilator,neutral
Me after eating heavily in function,neutral
Vammoo enti intha thinesaa,neutral
Edho thedaga undhenti,neutral
 senior: veedu entra caution board pettukunadu..enduku aina manchidi jagratha ga undadi,heroism
senior coming to my room with his whole gang to fight,heroism
"My body is pure iron, bro. Don't even try to touch! ",neutral
Me explaining my love story to my whole team in the office during lunch break,neutral
osey entey ni baadha ,wonder
inkosari phone cheste sava kodta,wonder
Eraaa ippudu happy aah meeru ,sad
Meeku dandam pedatharaaa inka naatho thiragakandi ,sad
Me with frnds who booked for nothing ,sad
my friend: naaku parcel techayandi please!,neutral
Ayinaa ee time lo bayataki entra decent gaa undandi naa laaga,neutral
My friend: Nenu raanu meeru vellandi,neutral
My friend: Em odhu ivela padukundham,neutral
My friend in hostel: Rey naaki nidraosthundhi,neutral
me: sarele biryani thinesi ostham,neutral
Me: Adenti bayataki veldham padha,neutral
Me: Em chedham ayithe?,neutral
"I’ve been powerlifting since childhood
Also, me: Lifts a spoon",neutral
Mom: Undu fan apedham,surprised
Mom: Enti chusthunav muskuni leguvu,surprised
Me: Aah bokkale sleep important ,surprised
Me looking mom turning off fan,surprised
Mom: Udhyogam ledhu em ledhu ayina prasanthamga ela padukuntunado,surprised
Jobless me sleeping peacefully in the morning,surprised
Pola Adiripolaa!!,happy
Me with my frnd: Kotha sunglasses ela unnayi,happy
asalu nuv intha andanga enduku unnanve,surprised
bane kalupu tunnav le pulihora ,surprised
When I completed the Project with my Own Knowledge,heroism
Nenu entha talented oo asaluuu ,heroism
Mee rotating pad in the childhood ,heroism
his friends be like: Okka peg ke ila ante inko 2 este manalni esethademo,confused
my frnd explaining about his breakup after drinking ,confused
Vini vini chiraku ochina me: Orey babu apara nayana!!,confused
evadra na bike puncture chesindi ,neutral
sir vede ,neutral
Me: Neeku ee colour kadhu mummy green chala bavuntadhi,happy
Me: Avnu kavali mummy baavundatam kavali,happy
Me: Okasai ala oohinchuko ela untadha,happy
My sister: Veediki edho kavali mummy andhuke neeku soap esthunadu,happy
Me waking my friend from sleep by hitting from bed with leg,heroism
10 ayindhi cls raaraaa(eyyy bishaaaaa),heroism
enti lakshmi chepte cake techhe vallam ga,fearful
ma nanna gari vardanti eeroju,fearful
enduku edvatam ,fearful
bava vardanti ante entra ,fearful
birthday ra ,fearful
kanlu kanpinchatleva ,confused
"ninnu chudalante boothadalu kavalle, inko maata matladithe, mettu tho kodatha ",confused
me and my friend going peacefully then a girl dashes my friend: ,confused
Me: Sorry raa mowa nenu dookesa ninnu odhilesi. chinna debbale thaggipothayile,fearful
My friend: Rey mowa slow gaa vellara ,fearful
"When there is No class, Me and My friends playing",surprised
Truth or Dare Game,surprised
avi toppper chese panlu ,fearful
antha kopama niku,sad
"ente pilla call chestalevu, message chestalevu",sad
"Neeku rendu options unnay, Okati vaadini Champey",wonder
"Ledha, Rendu Nuvvu Chacchi po..!!. Jagratha. Endhukante tarwtha jarigey sangatanalu nuvvu tattukolevu..!",wonder
My acting when I visit temple with my family!,wonder
Me in my sister's marriage ,heroism
alanti vallu kuda asalu ee bhumi medha untara,wonder
"Me motivating my friends mowaa car techa padhandiraa trip ki podham, manalni evadu aputhadoo chusthaaa",heroism
guruva ...........,neutral
bless me...,neutral
you are great ,neutral
miku asalu vanta vondocha,angry
cab driver: 10rs enti 100rs ayindhi,neutral
Me to cab driver in Bangalore: Idhigo anna 10rs ,neutral
Me: Adenti anna 3km 100rs aah naa kidney teesesko,neutral
Babai: Veedu Nuvvu thappithe aah tea evaru thagarule ,neutral
Relative Uncle: Evarandi tea ila pettaruu,neutral
Dad: Maa ammaye andi Dad's little princess,neutral
My friend feeling like a hero and giving class to his friends about stop smoking,heroism
When Chatgpt wont works for 2 hours,sad
Nannu inka Dismiss chesesthaaru,sad
...snanam chesa bangaram,disgust
me: eppude ninnu thaluchukoni bathroom lo...,disgust
in phone my girl: em chesthunav,disgust
Me going to home after getting a well package job in Good Company,heroism
"My dad caught my cigarette packet 
Dad to me: Idento telusaa",neutral
Me: Entidhi daddy adhi nenu eppudu chudale,neutral
identi ila undhi ,surprised
Me eating bitter guard for the first time,surprised
"Rey shikavath Siruu, Poye saruku, pothey untundhi. Vacchey dhuddu vasthueny vantuney untadhi",heroism
"Hero: Kaani, Neeku okka roopayi raadhu. Ninnu assalu nenu dhekanu",heroism
Mee akka deggara teliyakunda teesesava enti,neutral
Kotha face cream rasukunna ela undhi?,neutral
Me and My Sister on Rakshabhandan ,heroism
Me and my Sister on Remaining Days,heroism
Beginning stage of love be like!,happy
"My friend: Nenu Teesukonu, Teesukunte nannu player gaa treat cheyyaru",neutral
Coach: Em baabu Rest teesukuntaavaa,neutral
"my friend after getting birthday bumps:
dongana kodakallara mari rakthalu vacche tattu kodutunnaru entra",sad
in office me and my mate instead of completing the work,neutral
Police to me: License undha car diguuu?,neutral
Me: Nenu diganu em chesukuntaroo cheskondiii,neutral
Me: ala navvake andharu manalne chusthunaruu!],sad
My sadist sister laughing when someone fell down,sad
"Mee oodu, indakala naatho man handling chesaadu",heroism
Inkeppudu ala cheyyodhani cheppey,heroism
"When fight between Me and CR, ",heroism
"My friends, taking me to stop that fight",heroism
Me during school anniversary infront of my teachers,happy
chinna poragadu ra ,disgust
arey edaina english lo matladu ra ,confused
"my friend: see see, there enkamala, supplies here",confused
"In covid time, when Online classes are going one, Me:",surprised
Me with my sister: Nuvu edho anukuntunav gani,neutral
Nuvvem pedha andhamga undavu,neutral
"Em baavagaaru, Pillala dhagara kooda mee following baaga perigipoyindhi!",neutral
me knowing all my friend katalu in college: bane natistunnav ga ,angry
"Aa saruku dorikithey, Managalam seenu iddarini champesthaadu raa",surprised
"Rey pushpa, Policelu vasthunnaru raa, Saruku jaagratha",surprised
"anna, Nannu Nammu, Ee saaruku edaki podhu, neeku maata podhu",surprised
My frnd: Manaki ante alavatu mowaaa vallaki kadhugaaa,happy
Me: Chudu mowaa velluuu oka backlog padindhi ani fel avuthunaru ,happy
ni chelliki kaboye mogudni ,surprised
evadra nuvvu ,surprised
ni bava ni ,surprised
rey ila ochi naa kantlo gattigaa oodhuuu!,heroism
Eyes lo nalaka padina me:,heroism
"Idhi lopalaki, digipoddhi",wonder
"Hero: Sayantram kalla money, vallaki ivvaledhu anuko",wonder
Kid me feeling like hero after standing first time on escalator in mall,heroism
Me after using fair and lovely: Naa laa smart ga ayithav use cheyara ,heroism
My friend: Evaranna osthunaru emoo anii,neutral
Me: Enti bayataki chusthunav,neutral
My friend: Kinda mess nunchi extra poori's techa dhaa kummedham!,neutral
Me: Ndhuku ala?,neutral
Me when mom didn't buy me the toy which i asked in jathara ,angry
Idhi konakapothe nuvvu entha kottina ikkade padukunta raanu nenu intiki,angry
"Mom calling to eat good, after beating: vastava malli inkosari kotta mantava
me be like: aa vastunna",confused
Neat ga thinadam ayithe bokay gani ,confused
Me: Ee chadavatam pass avatam mana valla avvadhu mowaaa,confused
Me: Rey mowaa slow ga vellara ,fearful
My frnd: Ee matram fast lekapothe ela cheppu asale bandi ki break lu kooda lev ,fearful
My frnd: Nijamgane lev mowaa,fearful
My frnd going with full speed,fearful
Me: Enti mowa ala antavvv,fearful
Me: Bandi konchem slow chey mowa nenu dookesthaaa!,fearful
when i say i dont know any girl,disgust
my girl reaction: veedu veedi over action,disgust
Mummy inkosari thagi ranu please mummy door open chey mummy,sad
"saab vallaki rocky dorkaledu, rocky ke vaallu andaru dorikaru saab ",surprised
arey chotu kushka cancel re biryani leke ana,surprised
Rakarakaluga undhi masteruuu,sad
By mistake mummy chesina food anii akka chesindhi thinesina me,sad
me giving my dad progress card with confidence,neutral
Dad: school fees dandaga ra neeku ,neutral
aa ammayini nene ra.......,happy
anna ee college manchidena,surprised
chala manchidi tammudu,surprised
odiyamma,surprised
naku kuda icharu placement,surprised
pedda pedda vallu ikkade chadivaru,surprised
anthenduku nenu kuda ide college lo chadiva ,surprised
Me entering clg after suspension of 1 week:,heroism
Evadraa nannu apedhiii!,heroism
me when my frnds planned sitting without me,disgust
over action mingaku artham avthunda,angry
arey aa ammai ninne chusthundi ra,angry
Me: Daddy nenu business pedatha ,neutral
Dad: Ndhuku unna asthi ammaydanikaaaa,neutral
kondantha chestunnav ye?,heroism
gorantha daniki,heroism
"Friends ki manam kaakapothey, inkevaru dabbulu isthaaru cheppandi. Andhukey icchanu.",wonder
"Friendship sir, friendship",wonder
"Hey, vallaki dabbulu enduku icchav",wonder
when someone comes around me in gym: Kandalu chusi shock ayyara?,neutral
Me and My bro when no one is in Home,neutral
naku oka doubt,confused
miru chese panlu maku teliyada enti ,confused
rey lectures ani adige doubt aa ra idi,confused
manam manam srdhuku podham,confused
sare le ra manaki manki counterlu enduku ,confused
My friend in Fashion designing competation in colleage,fearful
Principal reaction,fearful
thana bestie and nenu okate ani chepindi,surprised
me telling goodbye to that crush who said,surprised
rey santhakam chey,confused
gown is great,confused
Me: Evarthi raa idhi,angry
Me after 7'o clock after completing office ,heroism
Me in childhood after watching Pokiri movie:,heroism
bale muddostunnadu ,neutral
mast unnadra vidu ,neutral
oo selfie teesukundham ,neutral
"When my teetha friend prays:
devuda nuvvu naku tinadaniki tindini icchav ",happy
ika nuvvu ichindhi memu tintam,happy
taagadaniki neellu icchav ,happy
My frnds after studying for 1 hr ,heroism
